Custom Visual,Publisher,Description,Version,LegalTerms,PrivacyPolicyUrl,SupportLink,Release Date,AppSource Link,Is Certified,Versioned pbiviz,Visual GUID
Filter by Powerviz,TRUVIZ INC,"(100% Free) Advanced Filter with Default Selection, Hierarchy Control, Image Styling, Themes, etc...",1.0.0.10,https://go.microsoft.com/fwlink/?linkid=2041178,https://powerviz.ai/privacy-policy/,https://powerviz.ai/contact-us,10/11/2024,https://appsource.microsoft.com/en-us/product/power-bi-visuals/truvizinc1674781244292.filter-by-powerviz,Certified,https://github.com/DataChant/PowerBI-Visuals-AppSource/blob/main/All%20Visuals/PBIVIZ%20with%20versions/PowerSlicerA96234ADB8D143D1837FEC426BB34781.1.0.0.10.pbiviz,PowerSlicerA96234ADB8D143D1837FEC426BB34781
Income Statement Table,RYCO Insight AS,Simplify income statement visualization with built-in margin calculations,1.0.1.8,https://go.microsoft.com/fwlink/?linkid=2041178,https://rycoinsight.com/privacy-policy-power-bi-custom-visual/,https://rycoinsight.com/,10/11/2024,https://appsource.microsoft.com/en-us/product/power-bi-visuals/rykkjecorporateinsightas1667045292071.rycoinsight-incomestatementtable,Certified,https://github.com/DataChant/PowerBI-Visuals-AppSource/blob/main/All%20Visuals/PBIVIZ%20with%20versions/easytableFAE42049DA2544A0BCE8ECFEB0EC735C.1.0.1.8.pbiviz,easytableFAE42049DA2544A0BCE8ECFEB0EC735C
KPI by Powerviz,TRUVIZ INC,"Build KPI cards beyond imagination with 16 chart layers, small multiples, and on-object interaction",1.0.0.4,https://go.microsoft.com/fwlink/?linkid=2041178,https://powerviz.ai/privacy-policy/,https://powerviz.ai/contact-us,10/11/2024,https://appsource.microsoft.com/en-us/product/power-bi-visuals/truvizinc1674781244292.kpi-by-powerviz,Certified,https://github.com/DataChant/PowerBI-Visuals-AppSource/blob/main/All%20Visuals/PBIVIZ%20with%20versions/KPIVizA96234ADB8D143D1837FEC426BB34781.1.0.0.4.pbiviz,KPIVizA96234ADB8D143D1837FEC426BB34781
Mass slicer,ISLET Group Oy,Easily filter data in Power BI report by including or excluding items using copy-pasted data list,4.0.0.0,https://go.microsoft.com/fwlink/?linkid=2041178,https://isletgroup.fi/en/privacy-policy/,https://isletgroup.fi/en/come-to-islet/,10/11/2024,https://appsource.microsoft.com/en-us/product/power-bi-visuals/isletgroup.islet_mass_filter,Certified,https://github.com/DataChant/PowerBI-Visuals-AppSource/blob/main/All%20Visuals/PBIVIZ%20with%20versions/pbiTestProj91CBFE34ABC5432DAEB0F73D84935B3E.4.0.0.0.pbiviz,pbiTestProj91CBFE34ABC5432DAEB0F73D84935B3E
Risk Matrix by Profitbase,Profitbase AS,Know your risks,1.0.0.13,https://go.microsoft.com/fwlink/?linkid=2041178,https://www.profitbase.com/privacy-policy-4/,https://github.com/Profitbase/PowerBI-visuals-Risk,10/11/2024,https://appsource.microsoft.com/en-us/product/power-bi-visuals/profitbase.profitbase_riskmatrix,Certified,https://github.com/DataChant/PowerBI-Visuals-AppSource/blob/main/All%20Visuals/PBIVIZ%20with%20versions/riskgraph1AA528CA24EA4627960AA1C296C1BC21.1.0.0.13.pbiviz,riskgraph1AA528CA24EA4627960AA1C296C1BC21
Horizontal Bullet Chart (Standard),PBIVizEdit.com,Show progress of measure towards a goal and/or its performance against a reference,5.4.2.0,https://go.microsoft.com/fwlink/?linkid=2041178,https://pbivizedit.com/privacy,https://pbivizedit.com/contact,10/10/2024,https://appsource.microsoft.com/en-us/product/power-bi-visuals/yavdaanalyticspvtltd1628223732998.horizontalbulletchart,Not Certified,https://github.com/DataChant/PowerBI-Visuals-AppSource/blob/main/All%20Visuals/PBIVIZ%20with%20versions/horizontalbullechart174B6169C26AD2E17C7ECE5DC5DCDFBB.5.4.2.0.pbiviz,horizontalbullechart174B6169C26AD2E17C7ECE5DC5DCDFBB
Matrix planning - Dynamics 365 Finance business performance planning,Microsoft Dynamics 365,Design powerful planning and forecasting scenarios with data editing capabilities.,1.9.2837.1,https://go.microsoft.com/fwlink/?linkid=2255568,https://go.microsoft.com/fwlink/?linkid=521839,https://learn.microsoft.com/power-platform/admin/get-help-support,10/10/2024,https://appsource.microsoft.com/en-us/product/power-bi-visuals/mscrm.d365_business_performance_planning_matrix,Not Certified,https://github.com/DataChant/PowerBI-Visuals-AppSource/blob/main/All%20Visuals/PBIVIZ%20with%20versions/msdynxPnAMatrixCloud_0106a54fd1364e47a0afd26102ef77a3.1.9.2837.1.pbiviz,msdynxPnAMatrixCloud_0106a54fd1364e47a0afd26102ef77a3
Table edit - Dynamics 365 Finance business performance planning,Microsoft Dynamics 365,Simplify data management with Table edit visual.,1.9.2837.1,https://go.microsoft.com/fwlink/?linkid=2255568,https://go.microsoft.com/fwlink/?linkid=521839,https://learn.microsoft.com/power-platform/admin/get-help-support,10/10/2024,https://appsource.microsoft.com/en-us/product/power-bi-visuals/mscrm.d365_business_performance_planning_tabledit,Not Certified,https://github.com/DataChant/PowerBI-Visuals-AppSource/blob/main/All%20Visuals/PBIVIZ%20with%20versions/msdynxPnADimEditor_46a64748937f429fa9793cb689599b11.1.9.2837.1.pbiviz,msdynxPnADimEditor_46a64748937f429fa9793cb689599b11
Clustered Stacked Column Chart (Pro),PBIVizEdit.com,To compare two numerical variables by category with each column further segmented by sub-categories,5.5.0.1,https://go.microsoft.com/fwlink/?linkid=2041178,https://pbivizedit.com/privacy,https://pbivizedit.com/contact,10/9/2024,https://appsource.microsoft.com/en-us/product/power-bi-visuals/yavdaanalyticspvtltd1628223732998.clusteredstackedcolumnpro,Certified,https://github.com/DataChant/PowerBI-Visuals-AppSource/blob/main/All%20Visuals/PBIVIZ%20with%20versions/clusteredstackedcolumnchart12C4F6FB782E5E0DAB5E7D4D600BB13B.5.5.0.1.pbiviz,clusteredstackedcolumnchart12C4F6FB782E5E0DAB5E7D4D600BB13B
Word Cloud,Microsoft Corporation,Create a fun visual from frequent text in your data,2.3.4.0,https://visuals.azureedge.net/app-store/Power%20BI%20-%20Default%20Custom%20Visual%20EULA.pdf,https://go.microsoft.com/fwlink/?LinkID=627541,https://aka.ms/customvisualscommunity,10/8/2024,https://appsource.microsoft.com/en-us/product/power-bi-visuals/WA104380752,Certified,https://github.com/DataChant/PowerBI-Visuals-AppSource/blob/main/All%20Visuals/PBIVIZ%20with%20versions/WordCloud1447959067750.2.3.4.0.pbiviz,WordCloud1447959067750
Animator by Squillion,Squillion Technology Private Limited,"Elevate your reports with dynamic, engaging visuals that uncover insights and start conversations",1.0.1.3,https://go.microsoft.com/fwlink/?linkid=2041178,https://www.squillion.tech/privacy-policy/,https://www.squillion.tech/contact/,10/6/2024,https://appsource.microsoft.com/en-us/product/power-bi-visuals/d578949a-5c9c-4ad1-b4c3-fb1659e55fd5.powerbi-custom-animation-chart-squillion,Certified,https://github.com/DataChant/PowerBI-Visuals-AppSource/blob/main/All%20Visuals/PBIVIZ%20with%20versions/Animator.1.0.1.3.pbiviz,Animator
Milestone Trend Analysis Chart,Nova Silva,Effectively manage multiple projects and track their progress with valuable visual insights,2.3.0.0,https://visuals.novasilva.com/eula/,https://visuals.novasilva.com/privacy-policy-custom-visuals/,https://visuals.novasilva.com/knowledge-base/category/milestone-trend-analysis/,10/4/2024,https://appsource.microsoft.com/en-us/product/power-bi-visuals/novasilvagroupbv1626174611009.milestonetrendanalysis,Certified,https://github.com/DataChant/PowerBI-Visuals-AppSource/blob/main/All%20Visuals/PBIVIZ%20with%20versions/milestoneTrendAnalysisChart84A70462CF724538AA5043A4EED9B93F.2.3.0.0.pbiviz,milestoneTrendAnalysisChart84A70462CF724538AA5043A4EED9B93F
Decomposition Tree by JTA,JTA The Data Scientists,"Customizable bars, text, percentages, icons in the Horizontal Decomposition Tree.",1.5.0.3,https://go.microsoft.com/fwlink/?linkid=2041178,https://www.thedatascientists.com/privacy-policy-3/,https://www.thedatascientists.com/contact-us/,10/3/2024,https://appsource.microsoft.com/en-us/product/power-bi-visuals/jtathedatascientists1592432854663.decomposition_tree,Not Certified,https://github.com/DataChant/PowerBI-Visuals-AppSource/blob/main/All%20Visuals/PBIVIZ%20with%20versions/DecompositionTree1234567890ABCDEF1234567890AB.1.5.0.3.pbiviz,DecompositionTree1234567890ABCDEF1234567890AB
Timeline Slicer,Microsoft Corporation,Graphical date range selector to use for filtering dates,2.5.11.0,https://visuals.azureedge.net/app-store/Power%20BI%20-%20Default%20Custom%20Visual%20EULA.pdf,https://go.microsoft.com/fwlink/?LinkID=627541,https://aka.ms/customvisualscommunity,10/2/2024,https://appsource.microsoft.com/en-us/product/power-bi-visuals/WA104380786,Certified,https://github.com/DataChant/PowerBI-Visuals-AppSource/blob/main/All%20Visuals/PBIVIZ%20with%20versions/Timeline1447991079100.2.5.11.0.pbiviz,Timeline1447991079100
Sankey Chart,Microsoft Corporation,Flow diagram where the width of the series is proportional to the quantity of the flow,3.4.3.0,https://visuals.azureedge.net/app-store/Power%20BI%20-%20Default%20Custom%20Visual%20EULA.pdf,https://go.microsoft.com/fwlink/?LinkID=627541,https://aka.ms/customvisualscommunity,10/1/2024,https://appsource.microsoft.com/en-us/product/power-bi-visuals/WA104380777,Certified,https://github.com/DataChant/PowerBI-Visuals-AppSource/blob/main/All%20Visuals/PBIVIZ%20with%20versions/sankey02300D1BE6F5427989F3DE31CCA9E0F32020.3.4.3.0.pbiviz,sankey02300D1BE6F5427989F3DE31CCA9E0F32020
Shielded HTML Viewer,Nova Silva,Visualize your HTML formatted content to add valuable context to your figures.,3.0.0.0,https://visuals.novasilva.com/eula/,https://visuals.novasilva.com/privacy-policy-custom-visuals/,https://visuals.novasilva.com/knowledge-base/category/kb-shielded-html-viewer/,10/1/2024,https://appsource.microsoft.com/en-us/product/power-bi-visuals/WA200002144,Certified,https://github.com/DataChant/PowerBI-Visuals-AppSource/blob/main/All%20Visuals/PBIVIZ%20with%20versions/htmlViewerA9520C4C697347CDB4EA10E418B1A6E7.3.0.0.0.pbiviz,htmlViewerA9520C4C697347CDB4EA10E418B1A6E7
videoplayer,pbiCraft,Video player to watch any embedded video,1.1.5.0,https://go.microsoft.com/fwlink/?linkid=2041178,https://pbicraft.com/privacy/,https://pbicraft.com/contacts/,10/1/2024,https://appsource.microsoft.com/en-us/product/power-bi-visuals/pbicraft1694192953706.videoplayer,Not Certified,https://github.com/DataChant/PowerBI-Visuals-AppSource/blob/main/All%20Visuals/PBIVIZ%20with%20versions/videoPlayer9439BF571F794C09AE8B97BD2199A94C.1.1.5.0.pbiviz,videoPlayer9439BF571F794C09AE8B97BD2199A94C
Google Trends,pbiCraft,Use Google Trends as your dataset,1.0.7.0,https://go.microsoft.com/fwlink/?linkid=2041178,https://pbicraft.com/privacy/,https://pbicraft.com/contacts/,9/30/2024,https://appsource.microsoft.com/en-us/product/power-bi-visuals/pbicraft1694192953706.trends,Not Certified,https://github.com/DataChant/PowerBI-Visuals-AppSource/blob/main/All%20Visuals/PBIVIZ%20with%20versions/trendsPBICraft.1.0.7.0.pbiviz,trendsPBICraft
PDF Uploader/Viewer,pbiCraft,Upload and securely share any PDF file with your colleagues,1.2.2.0,https://go.microsoft.com/fwlink/?linkid=2041178,https://pbicraft.com/privacy/,https://pbicraft.com/contacts/,9/30/2024,https://appsource.microsoft.com/en-us/product/power-bi-visuals/pbicraft1694192953706.pdfuploaderandviewer,Certified,https://github.com/DataChant/PowerBI-Visuals-AppSource/blob/main/All%20Visuals/PBIVIZ%20with%20versions/PDFUploaderAndViewerByPBICraft.1.2.2.0.pbiviz,PDFUploaderAndViewerByPBICraft
Ultimate KPI Card API License,dataviz.boutique GmbH,"Shows a value, its variance to a reference value and its var. to 2nd or 3rd ref. value. Show Trend!",5.1.0.7,https://go.microsoft.com/fwlink/?linkid=2041178,https://dataviz.boutique/2017/02/12/privacystatement/,https://dataviz.boutique/2017/02/22/kontakt/,9/30/2024,https://appsource.microsoft.com/en-us/product/power-bi-visuals/datavizboutiquegmbh1631474046585.ultimate_kpi_cards,Certified,https://github.com/DataChant/PowerBI-Visuals-AppSource/blob/main/All%20Visuals/PBIVIZ%20with%20versions/kpifreeapi51D0292A0438427096AC459B59FEF2DE.5.1.0.7.pbiviz,kpifreeapi51D0292A0438427096AC459B59FEF2DE
Pie of Pie by JTA,JTA The Data Scientists,"Slice to Spice: Transform your Pie Chart by Clicking! Dive deeper with a click, creating a new pie!",1.1.0.2,https://go.microsoft.com/fwlink/?linkid=2041178,https://www.thedatascientists.com/privacy-policy-2/,https://www.thedatascientists.com/contact-us/,9/27/2024,https://appsource.microsoft.com/en-us/product/power-bi-visuals/jtathedatascientists1592432854663.pieofpie,Not Certified,https://github.com/DataChant/PowerBI-Visuals-AppSource/blob/main/All%20Visuals/PBIVIZ%20with%20versions/PieOfPie39D0G284D945C56CG62G14B4E835F00.1.1.0.2.pbiviz,PieOfPie39D0G284D945C56CG62G14B4E835F00
Timeline by Queryon,Queryon,A single-axis timeline packed with features.,1.0.7.1,https://queryon.com/pbivisual-license/,https://queryon.com/privacy-policy/#privacyrights,https://queryon.com/pbiviz/timeline/,9/27/2024,https://appsource.microsoft.com/en-us/product/power-bi-visuals/WA200001804,Certified,https://github.com/DataChant/PowerBI-Visuals-AppSource/blob/main/All%20Visuals/PBIVIZ%20with%20versions/timelineByQueryon2DD9A171C1CB4B148AA3DD23CEF5B2F9.1.0.7.1.pbiviz,timelineByQueryon2DD9A171C1CB4B148AA3DD23CEF5B2F9
graphomate charts,graphomate,graphomate charts is a highly customizable visualization component,2024.1.6.0,https://www.graphomate.com/TermsConditions/graphomate_License_Conditions.pdf,https://www.graphomate.com/TermsConditions/graphomate_License_Conditions.pdf,https://www.graphomate.com/en/contact/,9/27/2024,https://appsource.microsoft.com/en-us/product/power-bi-visuals/WA200002681,Not Certified,https://github.com/DataChant/PowerBI-Visuals-AppSource/blob/main/All%20Visuals/PBIVIZ%20with%20versions/graphomatecharts.2024.1.6.0.pbiviz,graphomatecharts
graphomate matrix,graphomate,"Meaningful Tabular Visualization: Data-Driven, Fully IBCS-Compliant, In-Cell Charts and Calculations",2024.1.6.0,https://www.graphomate.com/TermsConditions/graphomate_License_Conditions.pdf,https://www.graphomate.com/TermsConditions/graphomate_License_Conditions.pdf,https://www.graphomate.com/en/contact/,9/27/2024,https://appsource.microsoft.com/en-us/product/power-bi-visuals/WA200002526,Not Certified,https://github.com/DataChant/PowerBI-Visuals-AppSource/blob/main/All%20Visuals/PBIVIZ%20with%20versions/graphomatematrix.2024.1.6.0.pbiviz,graphomatematrix
Deneb: Declarative Visualization in Power BI,Daniel Marsh-Patrick,Use the powerful Vega or Vega-Lite languages to create custom visuals directly inside Power BI,1.7.2.1,https://visuals.azureedge.net/app-store/Power%20BI%20-%20Default%20Custom%20Visual%20EULA.pdf,https://deneb-viz.github.io/privacy-policy,https://deneb-viz.github.io/support,9/26/2024,https://appsource.microsoft.com/en-us/product/power-bi-visuals/coacervolimited1596856650797.deneb,Certified,https://github.com/DataChant/PowerBI-Visuals-AppSource/blob/main/All%20Visuals/PBIVIZ%20with%20versions/deneb7E15AEF80B9E4D4F8E12924291ECE89A.1.7.2.1.pbiviz,deneb7E15AEF80B9E4D4F8E12924291ECE89A
3DBI-Connected,INFORMAXYZ BV,Bring spatial insight to your data.,3.1.1901.0,https://informaxyz.com/eula-appsource-pbi-visuals/,https://informaxyz.com/privacy-policy-custom-power-bi-visuals-on-appsource/,https://informaxyz.com/project/3dbi-connected/,9/25/2024,https://appsource.microsoft.com/en-us/product/power-bi-visuals/kg-devbv1609405875162.3dbi-connected,Not Certified,https://github.com/DataChant/PowerBI-Visuals-AppSource/blob/main/All%20Visuals/PBIVIZ%20with%20versions/Informaxyz3DBIConnected69f2181a7e5a44a9a709014959414bf0.3.1.1901.0.pbiviz,Informaxyz3DBIConnected69f2181a7e5a44a9a709014959414bf0
Ultimate KPI Card,dataviz.boutique GmbH,"Shows a value, its variance to a reference value and its variance to 2nd or 3rd refetence value.",4.8.7.2,https://dataviz.boutique/2020/02/02/terms-of-use/,https://dataviz.boutique/2017/02/12/privacystatement/,https://dataviz.boutique/2017/02/22/kontakt/,9/25/2024,https://appsource.microsoft.com/en-us/product/power-bi-visuals/WA104381977,Certified,https://github.com/DataChant/PowerBI-Visuals-AppSource/blob/main/All%20Visuals/PBIVIZ%20with%20versions/kpifree51D0292A0438427096AC459B59FEF2DE.4.8.7.2.pbiviz,kpifree51D0292A0438427096AC459B59FEF2DE
Ultimate Stacked,dataviz.boutique GmbH,"The Ultimate Stacked Chart can show bars, columns, lines and small multiples.",4.8.2.5,https://go.microsoft.com/fwlink/?linkid=2041178,https://dataviz.boutique/2017/02/12/privacystatement/,https://dataviz.boutique/2017/02/22/kontakt/,9/25/2024,https://appsource.microsoft.com/en-us/product/power-bi-visuals/WA200000839,Certified,https://github.com/DataChant/PowerBI-Visuals-AppSource/blob/main/All%20Visuals/PBIVIZ%20with%20versions/ultimateStackedFreeD3C49B76E0454F4BB21E7F1E3E346BB6.4.8.2.5.pbiviz,ultimateStackedFreeD3C49B76E0454F4BB21E7F1E3E346BB6
Fish Bone Chart for Power BI,Office Solution,"A Fishbone chart identifies causes of a problem, categorized into branches, for root cause analysis.",1.0.0.0,https://go.microsoft.com/fwlink/?linkid=2041178,https://innovationalofficesolution.com/assets/powerbi/Privacy-Policy-Fish-Bone.pdf,https://innovationalofficesolution.com/power-bi-custom-charts,9/23/2024,https://appsource.microsoft.com/en-us/product/power-bi-visuals/officesolution1640276900203.fish-bone-chart-for-power-bi,Not Certified,https://github.com/DataChant/PowerBI-Visuals-AppSource/blob/main/All%20Visuals/PBIVIZ%20with%20versions/fishBoneChartByOfficeSolution.1.0.0.0.pbiviz,fishBoneChartByOfficeSolution
HorizontalBarChart,pbiCraft,A space-saving horizontal bar chart designed with category labels placed inside the bars for clarity,1.0.9.0,https://go.microsoft.com/fwlink/?linkid=2041178,https://pbicraft.com/privacy/,https://pbicraft.com/contacts/,9/23/2024,https://appsource.microsoft.com/en-us/product/power-bi-visuals/pbicraft1694192953706.horizontalbarchart,Certified,https://github.com/DataChant/PowerBI-Visuals-AppSource/blob/main/All%20Visuals/PBIVIZ%20with%20versions/horizontalBarChartPBICraft.1.0.9.0.pbiviz,horizontalBarChartPBICraft
